FIRE_NUMBER,VERSION_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_LABEL,FIRE_SIZE_HECTARES,SOURCE,GPS_TRACK_DATE,LOAD_DATE,FIRE_DATE,CREATION_METHOD,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,FEATURE_AREA_SQM,FEATURE_LENGTH_M,MONTH,MONTH_NAME
C12302,2018082901.0,2018,Lightning,2018-C12302,4636.0,2018 ROLLOVER,2018-08-29Z,2018-08-30Z,,Unknown                                           ,JA70003000,3204481,,46360930.9705,31376.2982,,
C12328,2018090301.0,2018,Lightning,2018-C12328,8277.5,2018 ROLLOVER,2018-09-03Z,2018-09-03Z,,Unknown                                           ,JA70003000,3204482,,82775295.7981,54788.9436,,
C12330,2018081601.0,2018,Lightning,2018-C12330,123.4,2018 ROLLOVER,2018-08-16Z,2018-08-16Z,,Unknown                                           ,JA70003000,3204483,,1234950.2671,5000.5852,,
C52144,2018082101.0,2018,Lightning,2018-C52144,4.9,2018 ROLLOVER,2018-08-21Z,2018-08-22Z,,Non-corrected ground GPS                          ,JA70003000,3204550,,49329.2147,1906.9267,,
C52646,2018090301.0,2018,Lightning,2018-C52646,1136.2,2018 ROLLOVER,2018-09-03Z,2018-09-03Z,,Non-corrected airborne GPS                        ,JA70003000,3204551,,11362881.531,25851.9605,,
C52651,2018081501.0,2018,Lightning,2018-C52651,113.6,2018 ROLLOVER,2018-08-15Z,2018-08-15Z,,Non-corrected airborne GPS                        ,JA70003000,3204552,,1136890.0172,4384.3742,,
C52653,2018091901.0,2018,Lightning,2018-C52653,20.4,2018 ROLLOVER,2018-09-19Z,2018-09-20Z,,Non-corrected ground GPS                          ,JA70003000,3204553,,204804.3023,1934.9305,,
C52688,2018083001.0,2018,Lightning,2018-C52688,284.9,2018 ROLLOVER,2018-08-30Z,2018-08-30Z,,Unknown                                           ,JA70003000,3204554,,2849370.9765,8274.4018,,
C12405,2018082101.0,2018,Lightning,2018-C12405,162.0,2018 ROLLOVER,2018-08-21Z,2018-08-22Z,,Non-corrected airborne GPS                        ,JA70003000,3204484,,1620968.2247,5642.9888,,
C12594,2018082501.0,2018,Lightning,2018-C12594,10541.9,2018 ROLLOVER,2018-08-25Z,2018-08-26Z,,Non-corrected airborne GPS                        ,JA70003000,3204485,,105419460.3479,64074.5651,,
C12770,2018082001.0,2018,Lightning,2018-C12770,3.8,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected ground GPS                          ,JA70003000,3204486,,38750.1783,833.4172,,
C13155,2018102601.0,2018,Person,2018-C13155,14.5,2018 ROLLOVER,2018-10-26Z,2018-11-01Z,,Non-corrected ground GPS                          ,JA70003000,3204487,,145943.2706,3635.3733,,
C20591,2018062001.0,2018,Lightning,2018-C20591,1.2,2018 ROLLOVER,2018-06-20Z,2018-07-05Z,,Non-corrected ground GPS                          ,JA70003000,3204488,,12825.1212,590.5066,,
C21499,2018072701.0,2018,Lightning,2018-C21499,1.2,2018 ROLLOVER,2018-07-27Z,2018-09-13Z,,Non-corrected ground GPS                          ,JA70003000,3204489,,12011.1493,502.0455,,
C21673,2018091001.0,2018,Lightning,2018-C21673,192.5,2018 ROLLOVER,2018-09-10Z,2018-10-31Z,,Non-corrected ground GPS                          ,JA70003000,3204490,,1925789.8857,10181.4375,,
C42820,2018083001.0,2018,Lightning,2018-C42820,367.2,2018 ROLLOVER,2018-08-30Z,2018-08-30Z,,Non-corrected airborne GPS                        ,JA70003000,3204540,,3672727.7619,8291.8086,,
C43129,2018101701.0,2018,Person,2018-C43129,9.7,2018 ROLLOVER,2018-10-17Z,2018-10-24Z,,Non-corrected ground GPS                          ,JA70003000,3204541,,97593.3852,2414.9624,,
C50032,2018042401.0,2018,Person,2018-C50032,0.8,2018 ROLLOVER,2018-04-24Z,2018-05-01Z,,Non-corrected ground GPS                          ,JA70003000,3204542,,8420.8722,558.8594,,
C50039,2018042501.0,2018,Person,2018-C50039,2.7,2018 ROLLOVER,2018-04-25Z,2018-05-30Z,,Non-corrected ground GPS                          ,JA70003000,3204543,,27118.9267,1351.197,,
C21875,2018091301.0,2018,Lightning,2018-C21875,6.7,2018 ROLLOVER,2018-09-13Z,2018-09-24Z,,Non-corrected ground GPS                          ,JA70003000,3204491,,67705.87,1362.5067,,
C22283,2018082401.0,2018,Lightning,2018-C22283,8.4,2018 ROLLOVER,2018-08-24Z,2018-08-25Z,,Non-corrected ground GPS                          ,JA70003000,3204492,,84424.9093,1205.0127,,
C22366,2018091901.0,2018,Lightning,2018-C22366,7.0,2018 ROLLOVER,2018-09-19Z,2018-09-20Z,,Non-corrected ground GPS                          ,JA70003000,3204493,,70910.0309,1301.9585,,
C22371,2018081401.0,2018,Lightning,2018-C22371,372.4,2018 ROLLOVER,2018-08-14Z,2018-08-14Z,,Hand sketch of any type                           ,JA70003000,3204494,,3724236.2969,9857.7102,,
C23047,2018091101.0,2018,Person,2018-C23047,2.0,2018 ROLLOVER,2018-09-11Z,2018-09-13Z,,Corrected ground GPS                              ,JA70003000,3204495,,20688.542,648.9176,,
C31274,2018090501.0,2018,Lightning,2018-C31274,25.1,2018 ROLLOVER,2018-09-05Z,2018-09-08Z,,Non-corrected airborne GPS                        ,JA70003000,3204496,,251726.8775,3271.3502,,
C31296,2018071801.0,2018,Lightning,2018-C31296,1.9,2018 ROLLOVER,2018-07-18Z,2018-07-26Z,,Non-corrected ground GPS                          ,JA70003000,3204497,,19903.4244,656.9884,,
C31606,2018080601.0,2018,Lightning,2018-C31606,14.7,2018 ROLLOVER,2018-08-06Z,2018-08-06Z,,Non-corrected ground GPS                          ,JA70003000,3204498,,147546.926,1735.7739,,
C31631,2018090501.0,2018,Lightning,2018-C31631,2.0,2018 ROLLOVER,2018-09-05Z,2018-09-10Z,,Non-corrected airborne GPS                        ,JA70003000,3204499,,20399.0853,646.1328,,
C31678,2018091101.0,2018,Lightning,2018-C31678,1141.5,2018 ROLLOVER,2018-09-11Z,2018-09-12Z,,Non-corrected ground GPS                          ,JA70003000,3204500,,11415000.7429,14639.993,,
C31688,2018090701.0,2018,Lightning,2018-C31688,7.2,2018 ROLLOVER,2018-09-07Z,2018-09-13Z,,Hand sketch of any type                           ,JA70003000,3204501,,72031.5599,999.647,,
C31689,2018082001.0,2018,Lightning,2018-C31689,540.7,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204502,,5407696.3585,16547.414,,
C31691,2018082001.0,2018,Lightning,2018-C31691,255.1,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204503,,2551506.5269,10022.1837,,
C31692,2018090501.0,2018,Lightning,2018-C31692,204.9,2018 ROLLOVER,2018-09-05Z,2018-09-11Z,,Non-corrected airborne GPS                        ,JA70003000,3204504,,2049310.5624,6417.9519,,
C31694,2018082001.0,2018,Lightning,2018-C31694,0.8,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204505,,8286.9675,337.8334,,
C31696,2018090501.0,2018,Lightning,2018-C31696,4.7,2018 ROLLOVER,2018-09-05Z,2018-09-07Z,,Non-corrected airborne GPS                        ,JA70003000,3204506,,47642.975,973.8427,,
C31697,2018090501.0,2018,Lightning,2018-C31697,4.2,2018 ROLLOVER,2018-09-05Z,2018-09-08Z,,Non-corrected ground GPS                          ,JA70003000,3204507,,42125.2451,811.0566,,
C31701,2018090501.0,2018,Lightning,2018-C31701,4.7,2018 ROLLOVER,2018-09-05Z,2018-09-10Z,,Non-corrected ground GPS                          ,JA70003000,3204508,,47256.4402,857.4999,,
C31828,2018081601.0,2018,Lightning,2018-C31828,6.2,2018 ROLLOVER,2018-08-16Z,2018-08-17Z,,Non-corrected airborne GPS                        ,JA70003000,3204509,,62617.1877,1680.5941,,
C32118,2018082001.0,2018,Lightning,2018-C32118,4.0,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204510,,40168.3006,728.3863,,
C32125,2018090501.0,2018,Lightning,2018-C32125,0.9,2018 ROLLOVER,2018-09-05Z,2018-09-10Z,,Non-corrected airborne GPS                        ,JA70003000,3204511,,9990.4735,420.7948,,
C32271,2018091901.0,2018,Lightning,2018-C32271,0.3,2018 ROLLOVER,2018-09-19Z,2018-09-20Z,,Non-corrected ground GPS                          ,JA70003000,3204512,,3028.4717,283.0932,,
C32320,2018090601.0,2018,Lightning,2018-C32320,36.7,2018 ROLLOVER,2018-09-06Z,2018-09-11Z,,Non-corrected airborne GPS                        ,JA70003000,3204513,,367195.334,2708.1475,,
C32372,2018082001.0,2018,Lightning,2018-C32372,2.4,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204514,,24922.655,580.0151,,
C32603,2018082001.0,2018,Lightning,2018-C32603,697.2,2018 ROLLOVER,2018-08-20Z,2018-08-21Z,,Non-corrected airborne GPS                        ,JA70003000,3204515,,6972467.709,19704.1816,,
C32805,2018090601.0,2018,Lightning,2018-C32805,25.1,2018 ROLLOVER,2018-09-06Z,2018-10-25Z,,Non-corrected ground GPS                          ,JA70003000,3204516,,251005.8461,2334.71,,
C40028,2018090901.0,2018,Person,2018-C40028,4.0,2018 ROLLOVER,2018-09-09Z,2018-09-09Z,,Hand sketch of any type                           ,JA70003000,3204517,,40096.2634,758.1328,,
C40137,2018091201.0,2018,Lightning,2018-C40137,1.5,2018 ROLLOVER,2018-09-12Z,2018-09-13Z,,Hand sketch of any type                           ,JA70003000,3204518,,15638.4802,570.8053,,
C40620,2018062301.0,2018,Lightning,2018-C40620,21.2,2018 ROLLOVER,2018-06-23Z,2018-06-27Z,,Non-corrected ground GPS                          ,JA70003000,3204519,,212622.8163,2616.3959,,
C41459,2018091201.0,2018,Person,2018-C41459,1.8,2018 ROLLOVER,2018-09-12Z,2018-09-13Z,,Hand sketch of any type                           ,JA70003000,3204520,,18589.1495,507.1017,,
C41745,2018081501.0,2018,Lightning,2018-C41745,6841.2,2018 ROLLOVER,2018-08-15Z,2018-08-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204521,,68412254.4892,50059.1026,,
C41773,2018090601.0,2018,Lightning,2018-C41773,1.7,2018 ROLLOVER,2018-09-06Z,2018-09-13Z,,Non-corrected ground GPS                          ,JA70003000,3204522,,17370.4522,826.6943,,
C41844,2018081901.0,2018,Lightning,2018-C41844,325.8,2018 ROLLOVER,2018-08-19Z,2018-08-24Z,,Non-corrected airborne GPS                        ,JA70003000,3204523,,3258269.5476,9640.0855,,
C11081,2017071301.0,2017,Lightning,2017-C11081,226.3,2017 ROLLOVER,2017-07-13Z,2017-07-15Z,,Non-corrected airborne GPS                        ,JA70003000,3204142,,2263585.7271,5843.1241,,
C11159,2017080201.0,2017,Lightning,2017-C11159,1.7,2017 ROLLOVER,2017-08-02Z,2017-08-03Z,,Non-corrected ground GPS                          ,JA70003000,3204143,,17487.776,842.7966,,
C11198,2017071901.0,2017,Lightning,2017-C11198,1.9,2017 ROLLOVER,2017-07-19Z,2017-09-22Z,,Unknown                                           ,JA70003000,3204144,,19329.4839,725.8136,,
C11645,2017081101.0,2017,Lightning,2017-C11645,17.7,2017 ROLLOVER,2017-08-11Z,2017-10-16Z,,Non-corrected ground GPS                          ,JA70003000,3204145,,177185.8324,3532.8182,,
C20226,2017101301.0,2017,Person,2017-C20226,4.1,2017 ROLLOVER,2017-10-13Z,2017-10-13Z,,Hand sketch of any type                           ,JA70003000,3204146,,41137.9795,957.7373,,
C20347,2017062201.0,2017,Person,2017-C20347,0.1,2017 ROLLOVER,2017-06-22Z,2017-06-26Z,,Non-corrected ground GPS                          ,JA70003000,3204147,,1316.4842,170.3681,,
C20352,2017062401.0,2017,Lightning,2017-C20352,25.9,2017 ROLLOVER,2017-06-24Z,2017-06-26Z,,Non-corrected ground GPS                          ,JA70003000,3204148,,259886.861,2886.6054,,
C20414,2017101601.0,2017,Person,2017-C20414,41.6,2017 ROLLOVER,2017-10-16Z,2017-10-18Z,,Non-corrected ground GPS                          ,JA70003000,3204149,,416699.6059,3661.6183,,
C20464,2017063001.0,2017,Person,2017-C20464,0.9,2017 ROLLOVER,2017-06-30Z,2017-07-12Z,,Non-corrected ground GPS                          ,JA70003000,3204150,,9804.4231,491.2596,,
C20645,2017080501.0,2017,Person,2017-C20645,3387.4,2017 ROLLOVER,2017-08-05Z,2017-08-05Z,,Non-corrected airborne GPS                        ,JA70003000,3204151,,33874157.9483,39408.7585,,
C20729,2017083001.0,2017,Lightning,2017-C20729,12723.0,2017 ROLLOVER,2017-08-30Z,2017-08-30Z,,Non-corrected airborne GPS                        ,JA70003000,3204152,,127230313.1765,118745.6312,,
C20735,2017080701.0,2017,Lightning,2017-C20735,13211.7,2017 ROLLOVER,2017-08-07Z,2017-08-10Z,,Digitized from image                              ,JA70003000,3204153,,132117962.1046,94991.6813,,
C20738,2017080603.0,2017,Lightning,2017-C20738,278.3,2017 ROLLOVER,2017-08-06Z,2017-08-06Z,,Hand sketch of any type                           ,JA70003000,3204154,,2783830.071,8295.4785,,
C20894,2017081501.0,2017,Lightning,2017-C20894,14.0,2017 ROLLOVER,2017-08-15Z,2017-08-16Z,,Non-corrected ground GPS                          ,JA70003000,3204155,,140894.8101,1645.9808,,
C20900,2017071001.0,2017,Lightning,2017-C20900,0.1,2017 ROLLOVER,2017-07-10Z,2017-07-10Z,,Non-corrected ground GPS                          ,JA70003000,3204156,,1909.8094,163.5978,,
C20901,2017071001.0,2017,Lightning,2017-C20901,0.0,2017 ROLLOVER,2017-07-10Z,2017-07-10Z,,Non-corrected ground GPS                          ,JA70003000,3204157,,438.0029,81.3774,,
C20902,2017081301.0,2017,Lightning,2017-C20902,3.0,2017 ROLLOVER,2017-08-13Z,2017-08-13Z,,Non-corrected airborne GPS                        ,JA70003000,3204158,,30272.7512,712.8448,,
C20905,2017081301.0,2017,Lightning,2017-C20905,1.8,2017 ROLLOVER,2017-08-13Z,2017-09-07Z,,Unknown                                           ,JA70003000,3204159,,18636.4112,522.7396,,
C20906,2017071001.0,2017,Lightning,2017-C20906,27.4,2017 ROLLOVER,2017-07-10Z,2017-07-10Z,,Non-corrected ground GPS                          ,JA70003000,3204160,,274048.1448,2245.7457,,
C21268,2017072801.0,2017,Lightning,2017-C21268,2.0,2017 ROLLOVER,2017-07-28Z,2017-07-28Z,,Non-corrected ground GPS                          ,JA70003000,3204161,,20353.1292,941.1225,,
C30870,2017082104.0,2017,Lightning,2017-C30870,859.3,2017 ROLLOVER,2017-08-21Z,2017-08-26Z,,Non-corrected ground GPS                          ,JA70003000,3204162,,8593058.5706,22546.868,,
C30884,2017081301.0,2017,Lightning,2017-C30884,78.4,2017 ROLLOVER,2017-08-13Z,2017-08-13Z,,Non-corrected airborne GPS                        ,JA70003000,3204163,,784578.4945,3744.5103,,
C30885,2017081301.0,2017,Lightning,2017-C30885,46.7,2017 ROLLOVER,2017-08-13Z,2017-08-13Z,,Non-corrected airborne GPS                        ,JA70003000,3204164,,467253.733,3298.682,,
C30886,2017081301.0,2017,Lightning,2017-C30886,81.2,2017 ROLLOVER,2017-08-13Z,2017-08-13Z,,Non-corrected airborne GPS                        ,JA70003000,3204165,,812416.9973,4074.711,,
C30887,2017081501.0,2017,Lightning,2017-C30887,1.4,2017 ROLLOVER,2017-08-15Z,2017-08-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204166,,14946.0831,469.8024,,
C30892,2017081501.0,2017,Lightning,2017-C30892,121.2,2017 ROLLOVER,2017-08-15Z,2017-08-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204167,,1212681.83,7251.8988,,
C30897,2017071302.0,2017,Lightning,2017-C30897,48.3,2017 ROLLOVER,2017-07-13Z,2017-08-16Z,,Hand sketch of any type                           ,JA70003000,3204168,,483747.5586,3312.6766,,
C31005,2017072401.0,2017,Lightning,2017-C31005,196.5,2017 ROLLOVER,2017-07-24Z,2017-07-26Z,,Non-corrected airborne GPS                        ,JA70003000,3204169,,1965157.3331,8486.4017,,
C31008,2017081401.0,2017,Lightning,2017-C31008,640.5,2017 ROLLOVER,2017-08-14Z,2017-08-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204170,,6405412.9214,21547.4912,,
C31072,2017082001.0,2017,Lightning,2017-C31072,1711.6,2017 ROLLOVER,2017-08-20Z,2017-08-22Z,,Non-corrected airborne GPS                        ,JA70003000,3204171,,17116371.3395,45757.0717,,
C31156,2017090301.0,2017,Lightning,2017-C31156,577.0,2017 ROLLOVER,2017-09-03Z,2017-09-04Z,,Non-corrected airborne GPS                        ,JA70003000,3204172,,5770944.5864,16896.6339,,
C31161,2017081401.0,2017,Lightning,2017-C31161,1375.7,2017 ROLLOVER,2017-08-14Z,2017-08-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204173,,13757019.0308,15438.3512,,
C31169,2017081401.0,2017,Lightning,2017-C31169,4831.2,2017 ROLLOVER,2017-08-14Z,2017-08-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204174,,48312228.2819,59781.3839,,
C31306,2017081401.0,2017,Lightning,2017-C31306,872.7,2017 ROLLOVER,2017-08-14Z,2017-08-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204175,,8727662.8642,12249.7234,,
C31348,2017090301.0,2017,Lightning,2017-C31348,1247.8,2017 ROLLOVER,2017-09-03Z,2017-09-04Z,,Non-corrected airborne GPS                        ,JA70003000,3204176,,12478717.0332,16976.4391,,
C31425,2017072901.0,2017,Person,2017-C31425,1.9,2017 ROLLOVER,2017-07-29Z,2017-07-29Z,,Non-corrected ground GPS                          ,JA70003000,3204177,,19235.1936,782.122,,
C31489,2017081401.0,2017,Lightning,2017-C31489,1725.4,2017 ROLLOVER,2017-08-14Z,2017-08-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204178,,17254035.9596,26313.9465,,
C31822,2017082401.0,2017,Lightning,2017-C31822,5.9,2017 ROLLOVER,2017-08-24Z,2017-08-25Z,,Non-corrected airborne GPS                        ,JA70003000,3204179,,59188.419,973.0359,,
C31823,2017090301.0,2017,Lightning,2017-C31823,561.0,2017 ROLLOVER,2017-09-03Z,2017-09-04Z,,Non-corrected airborne GPS                        ,JA70003000,3204180,,5610574.6692,15433.9057,,
C31824,2017082401.0,2017,Lightning,2017-C31824,14.6,2017 ROLLOVER,2017-08-24Z,2017-08-25Z,,Non-corrected airborne GPS                        ,JA70003000,3204181,,146173.86,1462.9758,,
C31934,2017090301.0,2017,Lightning,2017-C31934,14.3,2017 ROLLOVER,2017-09-03Z,2017-09-04Z,,Non-corrected airborne GPS                        ,JA70003000,3204182,,143765.1719,1550.4736,,
C40329,2017061801.0,2017,Lightning,2017-C40329,27.4,2017 ROLLOVER,2017-06-18Z,2017-10-16Z,,Unknown                                           ,JA70003000,3204183,,274027.4736,1990.3336,,
C40621,2017071602.0,2017,Person,2017-C40621,5710.8,2017 ROLLOVER,2017-07-16Z,2017-07-17Z,,Non-corrected airborne GPS                        ,JA70003000,3204184,,57108388.5512,45484.5121,,
C41346,2017072501.0,2017,Lightning,2017-C41346,1.4,2017 ROLLOVER,2017-07-25Z,2017-10-13Z,,Non-corrected ground GPS                          ,JA70003000,3204185,,14273.2734,534.5591,,
C41572,2017080601.0,2017,Lightning,2017-C41572,1.1,2017 ROLLOVER,2017-08-06Z,2017-08-11Z,,Non-corrected ground GPS                          ,JA70003000,3204186,,11745.2282,510.3279,,
C41703,2017090301.0,2017,Lightning,2017-C41703,195.4,2017 ROLLOVER,2017-09-03Z,2017-09-04Z,,Non-corrected airborne GPS                        ,JA70003000,3204187,,1954389.1853,6104.7595,,
C41707,2017082801.0,2017,Lightning,2017-C41707,29.6,2017 ROLLOVER,2017-08-28Z,2017-08-28Z,,Non-corrected ground GPS                          ,JA70003000,3204188,,296883.4146,3084.6779,,
C41921,2017082701.0,2017,Person,2017-C41921,4.0,2017 ROLLOVER,2017-08-27Z,2017-09-22Z,,Non-corrected ground GPS                          ,JA70003000,3204189,,40713.2032,945.1821,,
C50003,2017040301.0,2017,Person,2017-C50003,1.2,2017 ROLLOVER,2017-04-03Z,2017-04-25Z,,Non-corrected ground GPS                          ,JA70003000,3204190,,12780.6301,710.2443,,
C50099,2016080302.0,2016,Lightning,2016-C50099,28.7,2016 ROLLOVER,2016-08-03Z,2016-08-05Z,,Non-corrected ground GPS                          ,JA70003000,3203934,,287707.244,2867.0541,,
C50159,2017032301.0,2016,Person,2016-C50159,0.6,2016 ROLLOVER,2017-03-23Z,2017-04-03Z,,Corrected ground GPS                              ,JA70003000,3203935,,6858.8305,504.8946,,
C50007,2017040501.0,2017,Person,2017-C50007,1.9,2017 ROLLOVER,2017-04-05Z,2017-04-24Z,,Corrected ground GPS                              ,JA70003000,3204191,,19499.4657,1062.6505,,
C50015,2017040901.0,2017,Person,2017-C50015,0.4,2017 ROLLOVER,2017-04-09Z,2017-04-19Z,,Non-corrected ground GPS                          ,JA70003000,3204192,,4956.4294,470.8874,,
C50020,2017041101.0,2017,Person,2017-C50020,0.8,2017 ROLLOVER,2017-04-11Z,2017-04-19Z,,Non-corrected ground GPS                          ,JA70003000,3204193,,8479.7256,499.4207,,
C50043,2017042101.0,2017,Person,2017-C50043,7.4,2017 ROLLOVER,2017-04-21Z,2017-04-24Z,,Non-corrected ground GPS                          ,JA70003000,3204194,,74868.9341,1359.202,,
C50065,2017043001.0,2017,Person,2017-C50065,0.7,2017 ROLLOVER,2017-04-30Z,2017-05-02Z,,Non-corrected ground GPS                          ,JA70003000,3204195,,7147.3558,469.8259,,
C50254,2017060501.0,2017,Person,2017-C50254,2.1,2017 ROLLOVER,2017-06-05Z,2017-06-12Z,,Non-corrected ground GPS                          ,JA70003000,3204196,,21271.1011,587.3893,,
C50373,2017062501.0,2017,Person,2017-C50373,3.3,2017 ROLLOVER,2017-06-25Z,2017-06-30Z,,Non-corrected ground GPS                          ,JA70003000,3204197,,33351.5652,704.9202,,
C50647,2017091201.0,2017,Lightning,2017-C50647,239339.6,2017 ROLLOVER,2017-09-12Z,2017-09-12Z,,Non-corrected airborne GPS                        ,JA70003000,3204198,,2393396041.9011,575607.7303,,
C50744,2017091801.0,2017,Lightning,2017-C50744,24957.0,2017 ROLLOVER,2017-09-18Z,2017-09-19Z,,Non-corrected airborne GPS                        ,JA70003000,3204199,,249570040.9218,153937.7989,,
C50918,2017071701.0,2017,Lightning,2017-C50918,92.3,2017 ROLLOVER,2017-07-17Z,2017-07-18Z,,Non-corrected airborne GPS                        ,JA70003000,3204200,,923159.3183,4938.6428,,
C51533,2017080401.0,2017,Lightning,2017-C51533,25.5,2017 ROLLOVER,2017-08-04Z,2017-08-04Z,,Non-corrected ground GPS                          ,JA70003000,3204201,,255413.6327,2577.1879,,
C10093,2017051801.0,2017,Person,2017-C10093,5.5,2017 ROLLOVER,2017-05-18Z,2017-10-13Z,,Non-corrected ground GPS                          ,JA70003000,3204130,,55024.9994,1082.3722,,
C10248,2017060901.0,2017,Lightning,2017-C10248,132.2,2017 ROLLOVER,2017-06-09Z,2017-06-12Z,,Non-corrected ground GPS                          ,JA70003000,3204131,,1322031.4841,9707.5108,,
C10306,2017061201.0,2017,Lightning,2017-C10306,0.4,2017 ROLLOVER,2017-06-12Z,2017-06-19Z,,Non-corrected ground GPS                          ,JA70003000,3204132,,4613.7484,478.9463,,
C10683,2017081501.0,2017,Lightning,2017-C10683,595.2,2017 ROLLOVER,2017-08-15Z,2017-08-15Z,,Non-corrected airborne GPS                        ,JA70003000,3204133,,5952832.0187,17764.5563,,
C10701,2017072002.0,2017,Lightning,2017-C10701,127.2,2017 ROLLOVER,2017-07-20Z,2017-07-26Z,,Non-corrected ground GPS                          ,JA70003000,3204134,,1272079.7864,13143.2576,,
C10740,2017080901.0,2017,Lightning,2017-C10740,5648.3,2017 ROLLOVER,2017-08-09Z,2017-08-10Z,,Non-corrected airborne GPS                        ,JA70003000,3204135,,56483638.9045,71018.7529,,
C10764,2017071602.0,2017,Lightning,2017-C10764,97.3,2017 ROLLOVER,2017-07-16Z,2017-07-16Z,,Non-corrected airborne GPS                        ,JA70003000,3204136,,973614.1253,5648.9492,,
C10784,2017090903.0,2017,Lightning,2017-C10784,520885.2,2017 ROLLOVER,2017-09-09Z,2017-11-29Z,,Non-corrected airborne GPS                        ,JA70003000,3204137,,5208852165.8337,832168.6403,,
C10822,2017071501.0,2017,Lightning,2017-C10822,588.7,2017 ROLLOVER,2017-07-15Z,2017-09-05Z,,Unknown                                           ,JA70003000,3204138,,5887031.8455,11685.3996,,
C10919,2017071401.0,2017,Lightning,2017-C10919,4.2,2017 ROLLOVER,2017-07-14Z,2017-07-14Z,,Non-corrected airborne GPS                        ,JA70003000,3204139,,42356.4411,2603.7661,,
C10966,2017081901.0,2017,Lightning,2017-C10966,259.9,2017 ROLLOVER,2017-08-19Z,2017-08-20Z,,Non-corrected airborne GPS                        ,JA70003000,3204140,,2599590.9554,7466.7389,,
C10970,2017090301.0,2017,Lightning,2017-C10970,21870.4,2017 ROLLOVER,2017-09-03Z,2017-09-03Z,,Unknown                                           ,JA70003000,3204141,,218704861.6664,137526.5156,,
C20025,2019040501.0,2019,Person,2019-C20025,7.3,2019 ROLLOVER,2019-04-05Z,2019-07-25Z,,Non-corrected ground GPS,JA70003000,3205156,,72854.5576,1594.6771,,
C21414,2019081501.0,2019,Person,2019-C21414,1.2,2019 ROLLOVER,2019-08-15Z,2019-08-16Z,,Non-corrected ground GPS,JA70003000,3205157,,11957.246,490.4832,,
C40192,2019050801.0,2019,Person,2019-C40192,2.0,2019 ROLLOVER,2019-05-08Z,2019-05-14Z,,Non-corrected ground GPS,JA70003000,3205158,,20276.1586,582.3261,,
C40408,2019053001.0,2019,Lightning,2019-C40408,1.1,2019 ROLLOVER,2019-05-30Z,2019-07-25Z,,Non-corrected ground GPS,JA70003000,3205159,,11440.9455,465.6357,,
C40589,2019061501.0,2019,Lightning,2019-C40589,1.7,2019 ROLLOVER,2019-06-15Z,2019-07-29Z,,Non-corrected ground GPS,JA70003000,3205160,,17224.6756,1078.2666,,
C40654,2019061801.0,2019,Lightning,2019-C40654,4.2,2019 ROLLOVER,2019-06-18Z,2019-06-20Z,,Non-corrected ground GPS,JA70003000,3205161,,42301.5512,998.6175,,
C10085,2019042501.0,2019,Person,2019-C10085,84.5,2019 ROLLOVER,2019-04-25Z,2019-05-07Z,,Non-corrected ground GPS                          ,JA70003000,3205151,,845887.325,7152.3539,,
C10092,2019081501.0,2019,Person,2019-C10092,3.0,2019 ROLLOVER,2019-08-15Z,2019-09-17Z,,Non-corrected ground GPS,JA70003000,3205152,,29547.532,1093.8354,,
C10094,2019050701.0,2019,Person,2019-C10094,12.7,2019 ROLLOVER,2019-05-07Z,2019-08-19Z,,Non-corrected ground GPS,JA70003000,3205153,,127270.919,2186.792,,
C10193,2019051201.0,2019,Person,2019-C10193,73.1,2019 ROLLOVER,2019-05-12Z,2019-07-16Z,,Non-corrected airborne GPS,JA70003000,3205154,,731098.0671,5755.0498,,
C10205,2019080902.0,2019,Person,2019-C10205,3.7,2019 ROLLOVER,2019-08-09Z,2019-08-19Z,,Hand sketch of any type,JA70003000,3205155,,37170.1454,948.3574,,
C52689,2018083001.0,2018,Lightning,2018-C52689,747.2,2018 ROLLOVER,2018-08-30Z,2018-08-30Z,,Unknown                                           ,JA70003000,3204555,,7472690.874,17254.1007,,
C41866,2021072401.0,2021,Lightning,2021-C41866,454.3,2021 ROLLOVER,2021-07-24Z,2021-07-28Z,,Non-corrected ground GPS,JA70003000,3205486,,4543085.9814,11970.4154,,
