FIRE_NUMBER,FIRE_YEAR,FIRE_CAUSE,FIRE_DATE
G80200,2004,Lightning,2004-06-23
G80238,2004,Lightning,2004-06-26
G90138,2004,Lightning,2004-06-18
G90232,2004,Lightning,2004-06-26
G90272,2004,Lightning,2004-07-01
C10025,2006,Person,2006-04-25
C10121,2006,Person,2006-06-20
C10157,2006,Lightning,2006-07-03
C10161,2006,Lightning,2006-07-05
C10183,2006,Lightning,2006-07-04
C10204,2006,Lightning,2006-07-05
C10431,2006,Lightning,2006-09-13
C10463,2006,Lightning,2006-09-10
C10466,2006,Lightning,2006-07-08
G70333,2006,Lightning,2006-07-01
G70333,2006,Lightning,2006-07-01
G70342,2006,Lightning,2006-07-02
G70434,2006,Lightning,2006-07-05
G70446,2006,Lightning,2006-07-04
K70611,2003,Lightning,2003-08-15
K70620,2003,Lightning,2003-08-15
N10007,2003,Person,2003-04-19
G90273,2004,Lightning,2004-07-01
G90310,2004,Lightning,2004-07-15
G90352,2004,Lightning,2004-07-17
G90440,2004,Lightning,2004-08-01
G90441,2004,Lightning,2004-08-01
K10367,2004,Lightning,2004-07-25
K10370,2004,Lightning,2004-07-25
C20040,2006,Person,2006-05-02
C20108,2006,Lightning,2006-06-15
C20139,2006,Person,2006-06-30
C20261,2006,Person,2006-07-22
G70446,2006,Lightning,2006-07-04
G70464,2006,Lightning,2006-09-20
G70471,2006,Lightning,2006-07-04
G70473,2006,Lightning,2006-07-10
G70595,2006,Lightning,2006-07-20
G70611,2006,Lightning,2006-07-24
G70611,2006,Lightning,2006-07-24
N10223,2003,Person,2003-07-26
N10355,2003,Lightning,2003-08-05
N10470,2003,Lightning,2003-08-07
N10530,2003,Lightning,2003-08-07
N10689,2003,Lightning,2003-08-13
K10384,2004,Lightning,2004-07-25
K10398,2004,Lightning,2004-07-26
K10409,2004,Lightning,2004-07-28
K10413,2004,Lightning,2004-07-28
C20302,2006,Lightning,2006-07-06
C30424,2006,Lightning,2006-09-04
C30429,2006,Lightning,2006-09-04
C40072,2006,Lightning,2006-05-16
C40257,2006,Lightning,2006-07-05
C50090,2006,Person,2005-05-10
G70611,2006,Lightning,2006-07-24
G70611,2006,Lightning,2006-07-24
G70680,2006,Person,2006-08-30
G70747,2006,Person,2006-09-08
G70789,2006,Person,2006-10-06
G70804,2006,Person,2006-10-09
N10691,2003,Lightning,2003-08-13
N10694,2003,Lightning,2003-08-13
N10748,2003,Lightning,2003-08-20
N20101,2003,Person,2003-07-03
N20269,2003,Lightning,2003-07-30
N20289,2003,Lightning,2003-07-31
N20321,2003,Lightning,2003-07-31
K10413,2004,Lightning,2004-07-28
K10413,2004,Lightning,2004-07-28
K10422,2004,Lightning,2004-07-30
K10426,2004,Lightning,2004-07-31
K10429,2004,Lightning,2004-08-01
K10442,2004,Lightning,2004-08-03
K20139,2004,Lightning,2004-06-23
K40563,2004,Lightning,2004-08-17
K60610,2004,Lightning,2004-08-19
C50112,2006,Lightning,2006-06-12
C50114,2006,Person,2006-06-16
G80013,2006,Person,2006-04-12
G80036,2006,Person,2006-04-19
G80037,2006,Person,2006-09-12
G80055,2006,Person,2006-04-26
G80055,2006,Person,2006-04-26
G80076,2006,Person,2006-04-29
G80082,2006,Person,2006-04-30
N20658,2003,Lightning,2003-08-11
N20751,2003,Lightning,2003-08-20
N40198,2003,Lightning,2003-07-12
K60610,2004,Lightning,2004-08-19
K70099,2004,Lightning,2004-06-18
K70112,2004,Lightning,
K70172,2004,Lightning,2004-06-24
K70198,2004,Lightning,2004-06-25
K70498,2004,Lightning,2004-08-14
C50135,2006,Person,2006-06-29
C50148,2006,Lightning,2006-07-02
C50297,2006,Lightning,2006-07-23
G80091,2006,Person,2006-04-30
G80107,2006,Person,2006-05-04
G80217,2006,Lightning,2006-06-10
G80230,2006,Person,2006-06-13
G80262,2006,Lightning,2006-06-29
G80264,2006,Lightning,2006-06-23
G80334,2006,Person,2006-07-01
G80343,2006,Lightning,2006-07-02
G80343,2006,Lightning,2006-09-07
G80347,2006,Lightning,2006-07-02
G80349,2006,Lightning,2006-07-02
G80351,2006,Lightning,2006-07-03
N40396,2003,Lightning,2003-08-06
N40464,2003,Lightning,2003-08-07
N40550,2003,Lightning,2003-08-08
N40566,2003,Lightning,2003-08-09
K70499,2004,Lightning,2004-08-14
N40184,2004,Lightning,2004-07-17
C50308,2006,Lightning,2006-07-23
C50320,2006,Lightning,2006-07-25
C50460,2006,Person,2006-09-06
G10111,2006,Person,2006-05-08
G10286,2006,Person,2006-06-27
G10388,2006,Lightning,2006-07-03
G10389,2006,Lightning,2006-07-03
G80353,2006,Lightning,2006-07-02
G80355,2006,Lightning,2006-07-02
G80375,2006,Lightning,2006-07-03
G80381,2006,Lightning,2006-07-03
G80400,2006,Lightning,2006-05-07
G80414,2006,Lightning,2006-07-03
G80452,2006,Lightning,2006-07-04
G80452,2006,Lightning,2006-07-04
G80487,2006,Lightning,2006-07-05
G80487,2006,Lightning,2006-07-05
G80666,2006,Lightning,2006-08-23
G80697,2006,Person,2006-08-28
G80758,2006,Person,2006-09-12
N40570,2003,Lightning,2003-09-09
N40570,2003,Lightning,2003-08-09
N40379,2004,Lightning,2004-08-10
N70177,2004,Lightning,2004-07-16
N70177,2004,Lightning,2004-07-16
N70398,2004,Lightning,2004-07-10
G10436,2006,Lightning,2006-06-07
G10451,2006,Lightning,2006-07-20
G10457,2006,Lightning,2006-07-17
G10469,2006,Lightning,2006-07-03
G10479,2006,Lightning,2006-07-03
G40162,2006,Lightning,2006-05-16
G40168,2006,Person,2006-05-16
G40168,2006,Person,2006-05-16
G40169,2006,Lightning,2006-05-16
G40362,2006,Lightning,2006-07-05
G40363,2006,Lightning,2006-07-02
G40370,2006,Lightning,2006-07-05
G40372,2006,Lightning,2006-07-05
G40453,2006,Lightning,2006-07-04
G80761,2006,Person,2006-09-12
G90236,2006,Lightning,2006-06-13
G90419,2006,Lightning,2006-07-07
K20018,2006,Person,2006-04-14
K20187,2006,Person,2006-06-27
K20280,2006,Person,2006-07-03
K20280,2006,Person,2006-07-03
N40571,2003,Lightning,2003-08-09
N40640,2003,Lightning,2003-08-11
N40670,2003,Lightning,2003-08-12
N40671,2003,Lightning,2003-08-12
N40686,2003,Lightning,2003-08-18
N40719,2003,Lightning,2003-08-18
N40741,2003,Lightning,2003-08-19
N40747,2003,Lightning,2003-08-20
N70493,2004,Lightning,2004-06-19
N70493,2004,Lightning,2004-06-19
R10006,2004,Person,2004-04-11
R10020,2004,Person,2004-04-21
R10065,2004,Lightning,2004-06-20
R10115,2004,Lightning,2004-06-21
R10243,2004,Lightning,2004-08-14
G40474,2006,Lightning,2006-07-07
G50121,2006,Person,2006-05-05
G50392,2006,Lightning,2006-07-03
G50393,2006,Lightning,2006-07-23
G50447,2006,Lightning,2006-07-04
G50450,2006,Lightning,2006-07-23
G50540,2006,Lightning,2006-07-07
G60237,2006,Lightning,2006-06-08
K20495,2006,Person,2006-07-16
K20730,2006,Person,2006-07-28
K21065,2006,Lightning,2006-08-22
K30052,2006,Person,2006-04-29
K30619,2006,Lightning,2006-08-18
K31170,2006,Lightning,2006-08-28
K40587,2006,Lightning,2006-07-23
K40663,2006,Lightning,2006-07-23
N40747,2003,Lightning,2003-08-20
N40770,2003,Lightning,2003-08-23
N40776,2003,Lightning,2003-08-23
N50395,2003,Lightning,2003-08-06
N50451,2003,Lightning,2003-08-07
R20052,2004,Lightning,2004-06-20
R20139,2004,Lightning,2004-06-23
R20148,2004,Lightning,2004-06-23
R20150,2004,Person,2004-06-23
G60410,2006,Lightning,2006-07-21
G60410,2006,Lightning,2006-07-21
G60410,2006,Lightning,2006-07-21
G60410,2006,Lightning,2006-07-21
G60410,2006,Lightning,2006-07-21
G60410,2006,Lightning,2006-07-03
G60418,2006,Lightning,2006-07-03
K41068,2006,Lightning,2006-08-21
K41334,2006,Person,2006-09-08
K51324,2006,Person,2006-09-06
K51324,2006,Person,2006-09-06
K51324,2006,Person,2006-09-06
K61278,2006,Lightning,2006-09-04
K61278,2006,Lightning,2006-09-04
K61278,2006,Lightning,2006-09-04
K61278,2006,Lightning,2006-09-04
K70397,2006,Person,2006-07-07
K70702,2006,Person,2006-07-26
N50512,2003,Lightning,2003-08-06
N50546,2003,Lightning,2003-08-09
N50617,2003,Lightning,2003-08-10
N50797,2003,Lightning,2003-08-26
N60711,2003,Lightning,2003-08-06
R30046,2004,Lightning,2004-06-20
R40111,2004,Lightning,2004-06-22
R40142,2004,Lightning,2004-06-23
R40163,2004,Lightning,2004-06-26
R40163,2004,Lightning,2004-06-22
G60430,2006,Lightning,2006-07-17
G60430,2006,Lightning,2006-07-03
G60439,2006,Lightning,2006-07-03
G60439,2006,Lightning,2006-07-03
G60490,2006,Lightning,2006-07-14
G60490,2006,Lightning,2006-07-04
N10229,2006,Lightning,2006-07-17
N10326,2006,Lightning,2006-07-24
N10528,2006,Person,2006-08-06
N10823,2006,Person,2006-09-07
N20409,2006,Lightning,2006-08-02
N70357,2003,Lightning,2003-08-06
N70454,2003,Lightning,2003-08-07
N70473,2003,Lightning,2003-08-07
N70474,2003,Lightning,2003-08-07
R50048,2004,Lightning,2004-06-20
R50048,2004,Lightning,2004-06-20
R50048,2004,Lightning,2004-06-20
R50048,2004,Lightning,2004-06-20
V91083,2009,Lightning,2009-07-29
V91086,2009,Lightning,2009-08-02
V91167,2009,Lightning,2009-07-29
V91203,2009,Lightning,2009-07-29
V91213,2009,Lightning,2009-07-31
V91235,2009,Lightning,2009-08-01
V91244,2009,Lightning,2009-07-31
V91256,2009,Lightning,2009-07-31
V91297,2009,Lightning,2009-07-31
V91298,2009,Lightning,2009-07-31
K31585,2009,Lightning,2009-08-20
K31612,2009,Lightning,2009-08-21
K31659,2009,Lightning,2009-08-21
K40008,2009,Person,2009-04-06
K40090,2009,Person,2009-04-30
K40113,2009,Person,2009-04-16
K40323,2009,Person,2009-06-11
N40533,2009,Lightning,2009-08-01
N40544,2009,Lightning,2009-08-01
N40545,2009,Lightning,2009-08-01
N40706,2009,Lightning,2009-08-09
N40741,2009,Lightning,2009-08-21
N40752,2009,Lightning,2009-08-21
R40049,2009,Person,2009-05-21
R40129,2009,Lightning,2009-07-17
R40157,2009,Lightning,2009-07-30
R40178,2009,Lightning,2009-08-01
V91309,2009,Lightning,2009-07-31
VA0058,2009,Person,2009-05-01
VA1116,2009,Lightning,2009-07-30
VA1231,2009,Lightning,2009-07-31
K41171,2009,Lightning,2009-07-30
K41176,2009,Lightning,2009-07-30
K41179,2009,Lightning,2009-07-30
K41193,2009,Lightning,2009-07-31
K41264,2009,Lightning,2009-08-03
K41271,2009,Lightning,2009-08-03
K41276,2009,Lightning,2009-07-30
N40763,2009,Lightning,2009-08-21
N40765,2009,Lightning,2009-08-21
N50352,2009,Lightning,2009-07-25
N50386,2009,Lightning,2009-07-26
N50397,2009,Lightning,2009-07-26
N50426,2009,Lightning,2009-07-26
N50472,2009,Lightning,2009-07-30
N50565,2009,Lightning,2009-07-30
R50101,2009,Lightning,2009-07-04
R50104,2009,Lightning,2009-07-04
R50180,2009,Lightning,2009-07-30
R90047,2009,Person,2009-05-20
R90065,2009,Lightning,2009-06-08
R90066,2009,Lightning,2009-06-09
R90067,2009,Lightning,2009-06-09
VA1245,2009,Lightning,2009-07-31
VA1261,2009,Lightning,2009-08-01
VA1342,2009,Lightning,2009-07-31
VA1386,2009,Lightning,2009-07-31
VA1389,2009,Lightning,2009-07-05
VA1462,2009,Lightning,2009-07-31
VA1463,2009,Lightning,2009-07-31
K41315,2009,Lightning,2009-08-04
K41496,2009,Lightning,2009-08-21
K41670,2009,Lightning,2009-08-28
K41786,2009,Lightning,2009-09-02
K41788,2009,Lightning,2009-09-01
K41898,2009,Lightning,2009-09-07
K41912,2009,Lightning,2009-09-02
K50067,2009,Person,2009-04-22
N50578,2009,Lightning,2009-08-03
N50589,2009,Lightning,2009-08-04
N50626,2009,Lightning,2009-07-30
N50756,2009,Person,2009-08-26
N50760,2009,Lightning,2009-08-08
N50842,2009,Lightning,2009-09-02
R90074,2009,Lightning,2009-06-10
R90075,2009,Lightning,2009-06-10
R90109,2009,Lightning,2009-07-11
R90125,2009,Lightning,2009-07-20
R90137,2009,Lightning,2009-08-02
R90138,2009,Lightning,2009-08-01
R90140,2009,Lightning,2009-07-30
R90142,2009,Lightning,2009-07-30
K20019,2009,Person,2009-04-09
K20020,2009,Person,2009-04-10
K20038,2009,Person,2009-04-01
K20063,2009,Person,2009-04-21
K20069,2009,Person,2009-04-23
K20077,2009,Person,2007-04-27
K50279,2009,Lightning,2009-06-07
K50554,2009,Person,2009-06-30
K50720,2009,Person,2009-07-15
K50739,2009,Person,2009-07-18
K50747,2009,Person,2009-07-18
N50843,2009,Lightning,2009-09-01
N50863,2009,Lightning,2009-09-01
R90143,2009,Lightning,2009-07-30
R90161,2009,Lightning,2009-07-30
R90162,2009,Lightning,2009-07-31
R90172,2009,Lightning,2009-07-31
K20087,2009,Person,2009-04-29
K20102,2009,Person,2009-05-02
K20109,2009,Person,2009-05-03
K20195,2009,Person,2009-05-21
K50784,2009,Person,2009-07-20
K51160,2009,Lightning,2009-07-30
K51230,2009,Lightning,2009-07-23
K51312,2009,Lightning,2009-08-04
K51447,2009,Person,2009-08-19
K60037,2009,Person,2009-04-17
N50867,2009,Lightning,2009-09-01
N50912,2009,Lightning,2009-09-01
N50914,2009,Lightning,2009-09-01
R90173,2009,Lightning,2009-07-30
R90176,2009,Lightning,2009-07-30
R90189,2009,Lightning,2009-07-30
R90199,2009,Lightning,2009-08-03
V10045,2009,Person,2009-04-28
K20260,2009,Person,2009-06-06
K20299,2009,Lightning,2009-06-10
K20342,2009,Lightning,2009-06-12
K60044,2009,Person,2009-04-18
K60058,2009,Person,2009-04-21
K60062,2009,Person,2009-04-21
K60096,2009,Person,2009-05-01
K60103,2009,Person,2009-04-10
K60104,2009,Person,2009-05-02
K60112,2009,Person,2009-05-04
K60125,2009,Person,2009-05-07
K60301,2009,Lightning,2009-06-09
K60314,2009,Lightning,2009-06-11
N60004,2009,Person,2009-04-07
N60148,2009,Lightning,2009-06-18
V10061,2009,Person,2009-05-01
V10546,2009,Lightning,2009-07-02
V10624,2009,Person,2009-07-06
V10748,2009,Lightning,2009-07-07
V11015,2009,Lightning,2009-07-27
V11062,2009,Lightning,2009-07-28
V11107,2009,Lightning,2009-07-30
K20343,2009,Lightning,2009-06-12
K20389,2009,Lightning,2009-06-13
K60551,2009,Person,2009-06-29
K61166,2009,Person,2009-07-31
K61195,2009,Lightning,2009-07-30
K61231,2009,Lightning,2009-07-30
K61517,2009,Lightning,2009-08-20
K61520,2009,Lightning,2009-08-20
K61647,2009,Lightning,2009-08-20
K70015,2009,Person,2009-04-08
K70018,2009,Person,2009-04-07
K70021,2009,Person,2009-04-11
K70028,2009,Person,2009-04-16
N60683,2009,Lightning,2009-07-26
N70327,2009,Lightning,2009-07-24
N70469,2009,Lightning,2009-07-30
N70644,2009,Person,2009-08-10
N70813,2009,Lightning,2009-09-01
N70824,2009,Lightning,2009-08-05
N70828,2009,Lightning,2009-09-01
V11133,2009,Lightning,2009-07-29
V11173,2009,Lightning,2009-07-29
V11176,2009,Lightning,2009-07-30
V11183,2009,Lightning,2009-07-29
V11195,2009,Lightning,2009-07-29
V11200,2009,Lightning,2009-07-27
V11212,2009,Lightning,2009-07-30
K20516,2009,Person,2009-06-23
K20534,2009,Person,2009-06-27
K20556,2009,Person,2009-06-30
K70053,2009,Person,2009-04-20
K70070,2009,Person,2009-04-24
K70091,2009,Person,2009-04-30
K70147,2009,Person,2009-05-15
K70216,2009,Person,2009-05-29
K70225,2009,Person,2009-05-31
K70814,2009,Lightning,2009-07-22
K70947,2009,Lightning,2009-07-25
N70921,2009,Lightning,2009-09-03
N71036,2009,Lightning,2009-08-05
R10013,2009,Person,2009-04-28
R10020,2009,Person,2009-04-30
R10024,2009,Person,2009-05-01
V11267,2009,Lightning,2009-08-01
V11321,2009,Lightning,2009-08-02
V11407,2009,Lightning,2009-07-29
V11641,2009,Person,2009-08-28
V11644,2009,Lightning,2009-08-10
V30083,2009,Person,2009-05-15
V30937,2009,Lightning,2009-07-25
V30940,2009,Lightning,2009-07-25
V31030,2009,Lightning,2009-07-23
V31127,2009,Lightning,2009-07-30
K20705,2009,Lightning,2009-07-13
K20735,2009,Person,2009-07-17
K20944,2009,Lightning,2009-07-24
K20957,2009,Lightning,2009-07-25
K70951,2009,Lightning,2009-07-26
K71110,2009,Lightning,2009-07-25
K71111,2009,Lightning,2009-07-25
K71183,2009,Lightning,2009-07-31
K71185,2009,Lightning,2009-07-31
K71219,2009,Lightning,2009-07-31
K71263,2009,Person,2009-08-02
K71402,2009,Lightning,2009-08-11
N10002,2009,Person,2009-04-03
N10003,2009,Person,2009-04-06
R10025,2009,Person,2009-05-01
R10032,2009,Person,2009-05-02
R10034,2009,Person,2009-05-02
R10165,2009,Lightning,2009-07-31
V31146,2009,Lightning,2009-07-30
V31216,2009,Lightning,2009-07-30
V31295,2009,Lightning,2009-08-01
V31346,2009,Lightning,2009-07-30
V31388,2009,Lightning,2009-08-01
V50171,2009,Person,2009-05-22
V50186,2009,Person,2009-05-28
V50897,2009,Person,2009-07-24
K21029,2009,Lightning,2009-07-25
K21034,2009,Lightning,2009-07-25
K21049,2009,Lightning,2009-07-26
K21063,2009,Lightning,2009-07-26
N10015,2009,Person,2009-04-16
N10016,2009,Person,2009-04-17
N10021,2009,Person,2009-04-20
N10029,2009,Person,2009-04-21
N10047,2009,Person,2009-05-18
N10057,2009,Person,2009-05-28
N10106,2009,Person,2009-06-12
N10172,2009,Person,2009-07-05
R10190,2009,Lightning,2009-07-31
R10193,2009,Lightning,2009-07-31
R10210,2009,Lightning,2009-08-20
R20028,2009,Person,2009-05-02
R20059,2009,Lightning,2009-06-08
V51013,2009,Lightning,2009-07-06
V51120,2009,Person,2009-07-30
V51172,2009,Person,2009-07-30
V51383,2009,Lightning,2009-08-05
V51384,2009,Lightning,2009-08-05
V51385,2009,Lightning,2009-08-05
V51393,2009,Lightning,2009-08-05
K21080,2009,Lightning,2009-07-25
K21132,2009,Person,2009-07-30
K21197,2009,Lightning,2009-07-31
K21295,2009,Lightning,2009-08-01
K21307,2009,Lightning,2009-08-01
N10539,2009,Lightning,2009-07-27
N10634,2009,Lightning,2009-07-27
N11088,2009,Person,2010-03-07
R20078,2009,Lightning,2009-06-16
R20144,2009,Lightning,2009-07-30
R20146,2009,Lightning,2009-07-30
V51394,2009,Lightning,2009-08-05
V60029,2009,Person,2009-04-23
V61645,2009,Person,2009-08-28
V61863,2009,Person,2009-10-10
V70013,2009,Person,2009-04-13
V70056,2009,Person,2009-04-30
K21357,2009,Lightning,2009-08-05
K21392,2009,Lightning,2009-07-25
K21466,2009,Lightning,2009-08-20
K21478,2009,Lightning,2009-08-20
N20007,2009,Person,2009-04-09
N20010,2009,Person,2009-04-12
N20014,2009,Person,2009-04-16
R20149,2009,Lightning,2009-07-30
R20151,2009,Lightning,2009-07-30
V70181,2009,Person,2009-05-27
V70232,2009,Person,2009-06-03
V70321,2009,Person,2009-06-11
V70379,2009,Person,2009-06-14
V70437,2009,Person,2009-06-21
V70449,2009,Person,2009-06-22
V70457,2009,Person,2009-06-23
V70543,2009,Person,2009-07-01
K21487,2009,Lightning,2009-08-20
K21495,2009,Lightning,2009-08-20
K21518,2009,Lightning,2009-08-20
K21524,2009,Lightning,2009-08-20
K21537,2009,Lightning,2009-08-20
K21563,2009,Lightning,
N20019,2009,Person,2009-04-18
N20050,2009,Person,2009-05-22
R20168,2009,Lightning,2009-07-30
R20169,2009,Lightning,2009-07-31
V80698,2009,Lightning,2009-07-05
V80724,2009,Person,2009-07-15
V80850,2009,Lightning,2009-07-05
V81061,2009,Lightning,2009-07-29
V81066,2009,Lightning,2009-07-29
K21573,2009,Lightning,2009-08-22
K21718,2009,Lightning,2009-09-01
K21801,2009,Lightning,2009-09-01
K21948,2009,Person,2009-09-23
K22031,2009,Person,2010-03-11
N20065,2009,Person,2009-06-01
N20154,2009,Person,2009-07-03
N20293,2009,Person,2009-07-23
N20481,2009,Lightning,2009-07-31
N20497,2009,Lightning,2009-08-01
R20187,2009,Lightning,2009-07-31
R20218,2009,Lightning,2009-08-30
R30015,2009,Person,2009-04-28
R30048,2009,Person,2009-05-21
R30152,2009,Lightning,2009-07-30
V81155,2009,Lightning,2009-07-05
V81239,2009,Lightning,2009-07-29
V81242,2009,Lightning,2009-07-31
V81400,2009,Person,2009-08-05
V81401,2009,Person,2009-08-05
V81402,2009,Person,2009-08-05
K22034,2009,Person,2010-03-15
K22037,2009,Person,2010-03-20
K30073,2009,Person,2009-04-24
K30797,2009,Person,2009-07-21
K30801,2009,Person,2009-07-21
K30945,2009,Person,2009-07-25
N21086,2009,Person,2009-11-02
N40053,2009,Person,2009-05-24
N40365,2009,Lightning,2009-07-24
N40370,2009,Lightning,2009-07-25
N40421,2009,Lightning,2009-07-27
N40434,2009,Lightning,2009-07-26
N40438,2009,Lightning,2009-07-28
N40447,2009,Lightning,2009-07-27
R30184,2009,Lightning,2009-07-30
R40006,2009,Person,2009-04-26
R40007,2009,Person,2009-04-26
R40014,2009,Person,2009-04-28
R40017,2009,Person,2009-04-29
R40023,2009,Person,2009-05-01
R40031,2009,Person,2009-05-02
V81543,2009,Person,2009-08-19
V90896,2009,Person,2009-07-23
V91069,2009,Lightning,2009-07-29
V91073,2009,Lightning,2009-07-29
K31094,2009,Lightning,2009-07-27
K31292,2009,Lightning,2009-08-01
K31313,2009,Lightning,2009-08-01
K31479,2009,Lightning,2009-08-21
K31483,2009,Lightning,2009-08-20
K31484,2009,Lightning,2009-08-20
K31530,2009,Lightning,2009-08-21
N40454,2009,Lightning,2009-07-31
N40457,2009,Lightning,2009-07-27
N40458,2009,Lightning,2009-07-26
N40473,2009,Lightning,2009-07-27
N40503,2009,Lightning,2009-07-27
N40512,2009,Lightning,2009-07-27
N40516,2009,Lightning,2009-07-27
N40520,2009,Lightning,2009-08-01
N40521,2009,Lightning,2009-08-01
C10190,2009,Lightning,2009-06-10
C10355,2009,Person,2009-07-25
C10379,2009,Person,2009-07-28
C10414,2009,Lightning,2009-07-30
C10459,2009,Person,2009-08-02
G40004,2009,Person,2009-04-25
G40020,2009,Person,2009-05-01
G40073,2009,Person,2009-05-18
G40078,2009,Person,2009-05-29
G40111,2009,Lightning,2009-06-09
G40171,2009,Person,2009-06-23
G40187,2009,Lightning,2009-07-04
G40224,2009,Person,2009-07-24
G40306,2009,Lightning,2009-08-01
G40322,2009,Lightning,2009-07-31
G40443,2009,Person,2009-08-08
K11679,2009,Lightning,2009-08-28
K11697,2009,Lightning,2008-08-21
K11852,2009,Lightning,2009-09-03
K20001,2009,Person,2009-04-04
K20005,2009,Person,2009-04-05
K20010,2009,Person,2009-04-06
K20017,2009,Person,2009-04-09
K70110,2008,Person,2008-05-01
K70126,2008,Person,2008-05-06
K70381,2008,Person,2008-06-29
K71024,2008,Lightning,2008-07-23
K71357,2008,Lightning,2008-08-08
C10480,2009,Lightning,2009-07-31
C10569,2009,Person,2009-08-27
C10575,2009,Lightning,2009-08-21
C10577,2009,Lightning,2009-08-28
C20017,2009,Person,2009-04-15
C20018,2009,Person,2009-04-16
C20029,2009,Person,2009-04-21
G40448,2009,Lightning,2009-08-01
G40501,2009,Lightning,2009-08-24
G40513,2009,Lightning,2009-08-21
G50038,2009,Person,2009-05-02
G50049,2009,Person,2009-05-02
G50229,2009,Lightning,2009-07-17
G50253,2009,Lightning,2009-07-28
G50257,2009,Lightning,2009-07-28
G50272,2009,Lightning,2009-07-30
G50273,2009,Lightning,2009-07-30
G50278,2009,Lightning,2009-07-30
G50282,2009,Lightning,2009-07-30
